runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
ndcg_cut_18           	704436051	0.0000	1.0000	0.1443	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_19           	704436051	0.0000	1.0000	0.1443	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_20           	704436051	0.0000	1.0000	0.1443	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
num_ret               	748406375	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	748406375	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
num_rel_ret           	748406375	3	10	10	10	9	10	11	9	9	13	8	4	4	8	3	3	8	4
map                   	748406375	0.0204	0.3857	0.2377	0.2600	0.3482	0.3904	0.4505	0.3674	0.2732	0.5184	0.2559	0.1304	0.1335	0.2559	0.1196	0.1196	0.2559	0.1348
iprec_at_recall_0.00  	748406375	0.2000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	748406375	0.1579	1.0000	0.5714	0.6250	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5714	1.0000	0.7500	0.7500	1.0000	0.6000
iprec_at_recall_0.20  	748406375	0.0000	1.0000	0.5714	0.6250	1.0000	0.9000	1.0000	1.0000	0.5000	1.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000
iprec_at_recall_0.30  	748406375	0.0000	0.8750	0.5714	0.5833	0.7000	0.9000	1.0000	1.0000	0.4737	1.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000
iprec_at_recall_0.40  	748406375	0.0000	0.5882	0.5000	0.5000	0.0000	0.6250	0.7143	0.0000	0.0000	0.8333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	748406375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	748406375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	748406375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	748406375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	748406375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	748406375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	748406375	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	748406375	0.0000	1.0000	0.6131	0.6131	0.8066	1.0000	1.0000	0.8066	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	748406375	0.0000	0.8827	0.4693	0.4693	0.7346	1.0000	0.8827	0.7346	1.0000	0.8827	0.8827	0.7654	0.7654	0.8827	0.7654	0.7654	0.8827	0.7654
ndcg_cut_04            	748406375	0.0000	0.8934	0.6098	0.6098	0.8508	1.0000	0.9852	0.8508	1.0000	0.9852	0.8934	0.6951	0.6951	0.8934	0.7869	0.7869	0.8934	0.6951
ndcg_cut_05            	748406375	0.0762	0.9016	0.5633	0.5633	0.9383	0.9238	0.9864	0.9383	0.9238	0.9864	0.8254	0.6422	0.6422	0.8254	0.7270	0.7270	0.8254	0.7945
ndcg_cut_06            	748406375	0.0712	0.8425	0.5264	0.5919	0.9423	0.9288	0.9872	0.9423	0.8633	0.9872	0.7713	0.7312	0.6656	0.7713	0.6793	0.6793	0.7713	0.7424
ndcg_cut_07            	748406375	0.0671	0.8516	0.5538	0.6155	0.8879	0.9329	0.9880	0.9457	0.8134	0.9880	0.7267	0.6889	0.6849	0.7267	0.6401	0.6401	0.7267	0.6995
ndcg_cut_08            	748406375	0.0636	0.8593	0.6288	0.6355	0.8419	0.9364	0.9886	0.9485	0.7712	0.9886	0.6891	0.7050	0.6494	0.6891	0.6069	0.6069	0.6891	0.7151
ndcg_cut_09            	748406375	0.0606	0.8188	0.5991	0.6055	0.8022	0.9394	0.9891	0.9038	0.7349	0.9891	0.6566	0.6718	0.6188	0.6566	0.5783	0.5783	0.6566	0.6814
ndcg_cut_10           	748406375	0.0580	0.8699	0.5732	0.6226	0.8107	0.9420	0.9463	0.8646	0.7464	0.9463	0.6281	0.6427	0.5920	0.6281	0.5532	0.5532	0.6281	0.6519
ndcg_cut_11           	748406375	0.0556	0.8350	0.5903	0.5976	0.7782	0.9042	0.9083	0.8299	0.7164	0.9083	0.6431	0.6169	0.5683	0.6431	0.5310	0.5310	0.6431	0.6257
ndcg_cut_12           	748406375	0.0536	0.8412	0.6056	0.6127	0.7865	0.8704	0.8744	0.7989	0.6896	0.9118	0.6190	0.5938	0.5470	0.6190	0.5112	0.5112	0.6190	0.6023
ndcg_cut_13           	748406375	0.0517	0.8117	0.6195	0.5912	0.7589	0.8399	0.8437	0.7709	0.6654	0.8798	0.6324	0.5730	0.5278	0.6324	0.4932	0.4932	0.6324	0.5812
ndcg_cut_14           	748406375	0.0500	0.7849	0.6320	0.6377	0.7669	0.8121	0.8489	0.7454	0.6765	0.8507	0.6445	0.5541	0.5104	0.6445	0.4769	0.4769	0.6445	0.5620
ndcg_cut_15           	748406375	0.0484	0.7603	0.6123	0.6178	0.7429	0.7867	0.8223	0.7221	0.6553	0.8554	0.6244	0.5367	0.4944	0.6244	0.4620	0.4620	0.6244	0.5444
ndcg_cut_16           	748406375	0.0470	0.7377	0.5941	0.5994	0.7208	0.7930	0.7979	0.7006	0.6656	0.8300	0.6058	0.5208	0.4797	0.6058	0.4483	0.4483	0.6058	0.5282
ndcg_cut_17           	748406375	0.0456	0.7451	0.5773	0.6108	0.7004	0.7706	0.8036	0.6808	0.6467	0.8348	0.6170	0.5061	0.4661	0.6170	0.4356	0.4356	0.6170	0.5133
ndcg_cut_18           	748406375	0.0714	0.7250	0.5617	0.5943	0.6815	0.7498	0.7819	0.6624	0.6563	0.8122	0.6003	0.4924	0.4536	0.6003	0.4238	0.4238	0.6003	0.4994
ndcg_cut_19           	748406375	0.0954	0.7063	0.5730	0.5789	0.6639	0.7304	0.7617	0.6453	0.6652	0.7912	0.5848	0.4796	0.4418	0.5848	0.4129	0.4129	0.5848	0.4865
ndcg_cut_20           	748406375	0.0931	0.6887	0.5836	0.5894	0.6474	0.7123	0.7427	0.6541	0.6487	0.7964	0.5703	0.4677	0.4308	0.5703	0.4026	0.4026	0.5703	0.4744
num_ret               	753388668	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	753388668	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
num_rel_ret           	753388668	0	2	3	2	2	2	2	2	2	2	2	3	3	2	2	4	2	3
map                   	753388668	0.0000	0.0662	0.0559	0.0824	0.1176	0.1176	0.1176	0.1176	0.1176	0.1176	0.0882	0.0912	0.0959	0.1176	0.1176	0.1224	0.0980	0.0799
iprec_at_recall_0.00  	753388668	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	753388668	0.0000	0.1250	0.2500	0.4000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.4000	0.4000	1.0000	1.0000	0.6667	0.6667	0.1818
iprec_at_recall_0.20  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0000	0.0000
iprec_at_recall_0.30  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	753388668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	753388668	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	753388668	0.0000	0.6131	0.3869	0.6131	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6131	0.6131	0.6131	1.0000	1.0000	0.6131	0.6131	0.6131
ndcg_cut_03            	753388668	0.0000	0.4693	0.2961	0.4693	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.4693	0.4693	0.4693	0.7654	0.7654	0.7039	0.7039	0.4693
ndcg_cut_04            	753388668	0.0000	0.3904	0.2463	0.3904	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367	0.5585	0.3904	0.3904	0.6367	0.6367	0.5856	0.5856	0.3904
ndcg_cut_05            	753388668	0.0000	0.3392	0.2140	0.4048	0.5531	0.5531	0.5531	0.5531	0.5531	0.5531	0.4852	0.4704	0.4704	0.5531	0.5531	0.5087	0.5087	0.3392
ndcg_cut_06            	753388668	0.0000	0.3026	0.1909	0.3611	0.4935	0.4935	0.4935	0.4935	0.4935	0.4935	0.4329	0.4197	0.4197	0.4935	0.4935	0.4539	0.4539	0.3026
ndcg_cut_07            	753388668	0.0000	0.2749	0.1734	0.3280	0.4483	0.4483	0.4483	0.4483	0.4483	0.4483	0.3933	0.3812	0.3812	0.4483	0.4483	0.4123	0.4123	0.2749
ndcg_cut_08            	753388668	0.0000	0.2635	0.2078	0.3144	0.4297	0.4297	0.4297	0.4297	0.4297	0.4297	0.3769	0.3654	0.3654	0.4297	0.4297	0.3952	0.3952	0.2635
ndcg_cut_09            	753388668	0.0000	0.2534	0.1999	0.3024	0.4133	0.4133	0.4133	0.4133	0.4133	0.4133	0.3625	0.3514	0.3514	0.4133	0.4133	0.3801	0.3801	0.2534
ndcg_cut_10           	753388668	0.0000	0.2445	0.1928	0.2917	0.3987	0.3987	0.3987	0.3987	0.3987	0.3987	0.3497	0.3390	0.3390	0.3987	0.3987	0.3667	0.3667	0.2445
ndcg_cut_11           	753388668	0.0000	0.2364	0.1864	0.2821	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3382	0.3278	0.3278	0.3855	0.3855	0.3546	0.3546	0.3023
ndcg_cut_12           	753388668	0.0000	0.2291	0.1807	0.2734	0.3736	0.3736	0.3736	0.3736	0.3736	0.3736	0.3277	0.3177	0.3177	0.3736	0.3736	0.3436	0.3436	0.2930
ndcg_cut_13           	753388668	0.0000	0.2224	0.1754	0.2654	0.3627	0.3627	0.3627	0.3627	0.3627	0.3627	0.3182	0.3084	0.3376	0.3627	0.3627	0.3336	0.3336	0.2844
ndcg_cut_14           	753388668	0.0000	0.2162	0.1705	0.2581	0.3527	0.3527	0.3527	0.3527	0.3527	0.3527	0.3094	0.2999	0.3283	0.3527	0.3527	0.3520	0.3243	0.2765
ndcg_cut_15           	753388668	0.0000	0.2105	0.2187	0.2513	0.3434	0.3434	0.3434	0.3434	0.3434	0.3434	0.3012	0.2920	0.3196	0.3434	0.3434	0.3428	0.3158	0.2693
ndcg_cut_16           	753388668	0.0000	0.2555	0.2132	0.2450	0.3348	0.3348	0.3348	0.3348	0.3348	0.3348	0.2937	0.2847	0.3116	0.3348	0.3348	0.3342	0.3079	0.2625
ndcg_cut_17           	753388668	0.0000	0.2493	0.2081	0.2391	0.3267	0.3267	0.3267	0.3267	0.3267	0.3267	0.2866	0.2778	0.3041	0.3267	0.3267	0.3261	0.3005	0.2802
ndcg_cut_18           	753388668	0.0000	0.2493	0.2081	0.2391	0.3267	0.3267	0.3267	0.3267	0.3267	0.3267	0.2866	0.2778	0.3041	0.3267	0.3267	0.3261	0.3005	0.2802
ndcg_cut_19           	753388668	0.0000	0.2493	0.2081	0.2391	0.3267	0.3267	0.3267	0.3267	0.3267	0.3267	0.2866	0.2778	0.3041	0.3267	0.3267	0.3261	0.3005	0.2802
ndcg_cut_20           	753388668	0.0000	0.2493	0.2081	0.2391	0.3267	0.3267	0.3267	0.3267	0.3267	0.3267	0.2866	0.3234	0.3041	0.3267	0.3267	0.3489	0.3005	0.2802
num_ret               	766188396	20	8	20	16	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	766188396	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
num_rel_ret           	766188396	0	4	4	5	4	5	5	4	5	5	4	2	3	4	2	3	4	2
map                   	766188396	0.0000	0.4190	0.3912	0.4700	0.4881	0.5181	0.5180	0.4405	0.4881	0.5078	0.4190	0.2857	0.3095	0.4405	0.2857	0.3095	0.4190	0.2857
iprec_at_recall_0.00  	766188396	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	766188396	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	766188396	0.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	0.7500	1.0000	1.0000	0.6667	1.0000	1.0000	0.7500	1.0000	1.0000	0.6667	1.0000
iprec_at_recall_0.30  	766188396	0.0000	0.6667	0.3750	0.4444	0.7500	0.5714	0.6000	0.7500	0.6000	0.6000	0.6667	0.0000	0.1667	0.7500	0.0000	0.1667	0.6667	0.0000
iprec_at_recall_0.40  	766188396	0.0000	0.6667	0.3750	0.4444	0.7500	0.5714	0.6000	0.7500	0.6000	0.6000	0.6667	0.0000	0.1667	0.7500	0.0000	0.1667	0.6667	0.0000
iprec_at_recall_0.50  	766188396	0.0000	0.6667	0.3636	0.4444	0.6667	0.5714	0.5714	0.6667	0.4167	0.5000	0.6667	0.0000	0.0000	0.6667	0.0000	0.0000	0.6667	0.0000
iprec_at_recall_0.60  	766188396	0.0000	0.0000	0.0000	0.4167	0.0000	0.5556	0.4545	0.0000	0.4167	0.4545	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	766188396	0.0000	0.0000	0.0000	0.4167	0.0000	0.5556	0.4545	0.0000	0.4167	0.4545	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	766188396	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	766188396	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	766188396	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	766188396	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	766188396	0.0000	0.6131	1.0000	1.0000	1.0000	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000
ndcg_cut_03            	766188396	0.0000	0.7039	0.7654	0.7654	0.7654	0.7654	0.7654	0.7039	0.7654	0.7654	0.7039	0.7654	0.7654	0.7039	0.7654	0.7654	0.7039	0.7654
ndcg_cut_04            	766188396	0.0000	0.5856	0.6367	0.6367	0.8048	0.6367	0.6367	0.7537	0.6367	0.6367	0.5856	0.6367	0.6367	0.7537	0.6367	0.6367	0.5856	0.6367
ndcg_cut_05            	766188396	0.0000	0.6399	0.5531	0.5531	0.6992	0.5531	0.6844	0.6548	0.6844	0.6844	0.6399	0.5531	0.5531	0.6548	0.5531	0.5531	0.6399	0.5531
ndcg_cut_06            	766188396	0.0000	0.7174	0.5216	0.5216	0.7733	0.6356	0.6454	0.7314	0.6454	0.6454	0.7174	0.5216	0.5216	0.7314	0.5216	0.5216	0.7174	0.5216
ndcg_cut_07            	766188396	0.0000	0.6811	0.4952	0.5965	0.7342	0.7046	0.7139	0.6944	0.6127	0.6127	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_08            	766188396	0.0000	0.6811	0.5910	0.5965	0.7342	0.7046	0.7139	0.6944	0.6127	0.7085	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_09            	766188396	0.0000	0.6811	0.5910	0.6879	0.7342	0.7960	0.7139	0.6944	0.6127	0.7085	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_10           	766188396	0.0000	0.6811	0.5910	0.6879	0.7342	0.7960	0.7139	0.6944	0.7005	0.7085	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_11           	766188396	0.0000	0.6811	0.6757	0.6879	0.7342	0.7960	0.7986	0.6944	0.7005	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_12           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_13           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_14           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_15           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_16           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_17           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.4952	0.6944	0.4952	0.4952	0.6811	0.4952
ndcg_cut_18           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.5310	0.6944	0.4952	0.5310	0.6811	0.4952
ndcg_cut_19           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.5310	0.6944	0.4952	0.5310	0.6811	0.4952
ndcg_cut_20           	766188396	0.0000	0.6811	0.6757	0.7699	0.7342	0.7960	0.7986	0.6944	0.7825	0.7932	0.6811	0.4952	0.5310	0.6944	0.4952	0.5310	0.6811	0.4952
num_ret               	855073163	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	855073163	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
num_rel_ret           	855073163	3	3	5	7	3	5	6	3	5	8	3	7	7	3	7	7	3	7
map                   	855073163	0.0233	0.0706	0.0695	0.1160	0.1529	0.1988	0.2253	0.1529	0.1579	0.3437	0.1312	0.2418	0.2513	0.1397	0.2566	0.2650	0.1312	0.2418
iprec_at_recall_0.00  	855073163	0.1765	0.5000	0.3333	0.3636	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	855073163	0.1765	0.5000	0.3333	0.3636	1.0000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	855073163	0.0000	0.0000	0.3333	0.3636	0.0000	0.4167	0.4167	0.0000	0.3846	0.7143	0.0000	0.5000	0.5000	0.0000	0.5714	0.5714	0.0000	0.5000
iprec_at_recall_0.30  	855073163	0.0000	0.0000	0.0000	0.3500	0.0000	0.0000	0.3000	0.0000	0.0000	0.5000	0.0000	0.4286	0.5000	0.0000	0.4615	0.5455	0.0000	0.4286
iprec_at_recall_0.40  	855073163	0.0000	0.0000	0.0000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.3684	0.3889	0.0000	0.4118	0.3889	0.0000	0.3684
iprec_at_recall_0.50  	855073163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	855073163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	855073163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	855073163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	855073163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	855073163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	855073163	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	855073163	0.0000	0.3869	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	0.6131	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	855073163	0.0000	0.2961	0.0000	0.0000	0.7654	0.7654	0.7654	0.7654	0.7039	1.0000	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654
ndcg_cut_04            	855073163	0.0000	0.4144	0.0000	0.0000	0.6367	0.6367	0.8048	0.6367	0.5856	0.8319	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367
ndcg_cut_05            	855073163	0.0000	0.3601	0.0000	0.0000	0.6844	0.6844	0.6992	0.6844	0.5087	0.7227	0.5531	0.5531	0.5531	0.5531	0.5531	0.5531	0.5531	0.5531
ndcg_cut_06            	855073163	0.0000	0.3212	0.0000	0.0000	0.6106	0.6106	0.6238	0.6106	0.4539	0.7526	0.4935	0.4935	0.4935	0.4935	0.6013	0.6013	0.4935	0.4935
ndcg_cut_07            	855073163	0.0000	0.2918	0.0000	0.0916	0.5546	0.5546	0.5667	0.5546	0.4123	0.7753	0.4483	0.5399	0.5399	0.4483	0.6378	0.6378	0.4483	0.5399
ndcg_cut_08            	855073163	0.0000	0.2685	0.0798	0.0843	0.5104	0.5104	0.5215	0.5104	0.3794	0.7134	0.4125	0.5766	0.5766	0.4923	0.5869	0.5869	0.4125	0.5766
ndcg_cut_09            	855073163	0.0000	0.2495	0.0741	0.1491	0.4743	0.4743	0.4846	0.4743	0.3526	0.6629	0.3833	0.5358	0.5358	0.4575	0.5454	0.5454	0.3833	0.5358
ndcg_cut_10           	855073163	0.0000	0.2337	0.1331	0.2032	0.4441	0.4441	0.4537	0.4441	0.3938	0.6208	0.3590	0.5017	0.5017	0.4284	0.5107	0.5743	0.3590	0.5017
ndcg_cut_11           	855073163	0.0000	0.2201	0.1832	0.2493	0.4184	0.4763	0.4853	0.4184	0.3710	0.5849	0.3382	0.4727	0.5306	0.4036	0.4812	0.5990	0.3382	0.4727
ndcg_cut_12           	855073163	0.0000	0.2085	0.2265	0.2361	0.3962	0.5040	0.5126	0.3962	0.4044	0.5538	0.3202	0.4476	0.5555	0.3822	0.5087	0.5672	0.3202	0.4476
ndcg_cut_13           	855073163	0.0490	0.1982	0.2154	0.2245	0.3768	0.4793	0.4875	0.3768	0.4336	0.5757	0.3536	0.4747	0.5282	0.3634	0.5328	0.5394	0.3536	0.4747
ndcg_cut_14           	855073163	0.0924	0.1892	0.2056	0.2143	0.3596	0.4575	0.4653	0.3596	0.4138	0.5951	0.3375	0.4987	0.5041	0.3469	0.5085	0.5148	0.3375	0.4987
